"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2013","2013","PC","Percentage","0","Units",,,10.34,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2014","2014","PC","Percentage","0","Units",,,10.25,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2015","2015","PC","Percentage","0","Units",,,10.683,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2016","2016","PC","Percentage","0","Units",,,10.979,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2017","2017","PC","Percentage","0","Units",,,10.79,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2018","2018","PC","Percentage","0","Units",,,10.79,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","CAN","Canada","2019","2019","PC","Percentage","0","Units",,,10.79,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","HUN","Hungary","2010","2010","PC","Percentage","0","Units",,,7.508,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","HUN","Hungary","2011","2011","PC","Percentage","0","Units",,,7.525,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","HUN","Hungary","2012","2012","PC","Percentage","0","Units",,,7.449,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","HUN","Hungary","2013","2013","PC","Percentage","0","Units",,,7.249,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","HUN","Hungary","2014","2014","PC","Percentage","0","Units",,,7.07,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","HUN","Hungary","2015","2015","PC","Percentage","0","Units",,,6.889,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","HUN","Hungary","2016","2016","PC","Percentage","0","Units",,,7.048,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","HUN","Hungary","2017","2017","PC","Percentage","0","Units",,,6.792,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","HUN","Hungary","2018","2018","PC","Percentage","0","Units",,,6.7,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","HUN","Hungary","2019","2019","PC","Percentage","0","Units",,,6.36,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","USA","United States","2010","2010","PC","Percentage","0","Units",,,16.345,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","USA","United States","2011","2011","PC","Percentage","0","Units",,,16.3,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","USA","United States","2012","2012","PC","Percentage","0","Units",,,16.285,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","USA","United States","2013","2013","PC","Percentage","0","Units",,,16.21,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","USA","United States","2014","2014","PC","Percentage","0","Units",,,16.406,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","USA","United States","2015","2015","PC","Percentage","0","Units",,,16.711,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","USA","United States","2016","2016","PC","Percentage","0","Units",,,17.049,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","USA","United States","2017","2017","PC","Percentage","0","Units",,,17.004,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","USA","United States","2018","2018","PC","Percentage","0","Units",,,16.885,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","USA","United States","2019","2019","PC","Percentage","0","Units",,,16.96,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","EST","Estonia","2010","2010","PC","Percentage","0","Units",,,6.272,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","EST","Estonia","2011","2011","PC","Percentage","0","Units",,,5.768,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","EST","Estonia","2012","2012","PC","Percentage","0","Units",,,5.79,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","EST","Estonia","2013","2013","PC","Percentage","0","Units",,,5.978,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","EST","Estonia","2014","2014","PC","Percentage","0","Units",,,6.081,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","EST","Estonia","2015","2015","PC","Percentage","0","Units",,,6.346,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","EST","Estonia","2016","2016","PC","Percentage","0","Units",,,6.5,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","EST","Estonia","2017","2017","PC","Percentage","0","Units",,,6.615,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","EST","Estonia","2018","2018","PC","Percentage","0","Units",,,6.663,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","EST","Estonia","2019","2019","PC","Percentage","0","Units",,,6.786,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","COL","Colombia","2010","2010","PC","Percentage","0","Units",,,7.071,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","COL","Colombia","2011","2011","PC","Percentage","0","Units",,,6.781,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","COL","Colombia","2012","2012","PC","Percentage","0","Units",,,6.746,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","COL","Colombia","2013","2013","PC","Percentage","0","Units",,,7.017,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","COL","Colombia","2014","2014","PC","Percentage","0","Units",,,7.186,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","COL","Colombia","2015","2015","PC","Percentage","0","Units",,,7.523,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","COL","Colombia","2016","2016","PC","Percentage","0","Units",,,7.531,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","COL","Colombia","2017","2017","PC","Percentage","0","Units",,,7.679,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","COL","Colombia","2018","2018","PC","Percentage","0","Units",,,7.64,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","COL","Colombia","2019","2019","PC","Percentage","0","Units",,,7.26,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LTU","Lithuania","2010","2010","PC","Percentage","0","Units",,,6.834,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LTU","Lithuania","2011","2011","PC","Percentage","0","Units",,,6.505,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LTU","Lithuania","2012","2012","PC","Percentage","0","Units",,,6.291,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LTU","Lithuania","2013","2013","PC","Percentage","0","Units",,,6.136,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LTU","Lithuania","2014","2014","PC","Percentage","0","Units",,,6.199,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LTU","Lithuania","2015","2015","PC","Percentage","0","Units",,,6.495,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LTU","Lithuania","2016","2016","PC","Percentage","0","Units",,,6.637,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LTU","Lithuania","2017","2017","PC","Percentage","0","Units",,,6.465,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LTU","Lithuania","2018","2018","PC","Percentage","0","Units",,,6.568,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LTU","Lithuania","2019","2019","PC","Percentage","0","Units",,,6.803,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","2010","2010","PC","Percentage","0","Units",,,9.586,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","2011","2011","PC","Percentage","0","Units",,,9.508,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","2012","2012","PC","Percentage","0","Units",,,9.649,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","2013","2013","PC","Percentage","0","Units",,,9.363,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","2014","2014","PC","Percentage","0","Units",,,9.42,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","2015","2015","PC","Percentage","0","Units",,,9.315,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","2016","2016","PC","Percentage","0","Units",,,9.274,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","2017","2017","PC","Percentage","0","Units",,,9.02,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","2018","2018","PC","Percentage","0","Units",,,9.211,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","NZL","New Zealand","2019","2019","PC","Percentage","0","Units",,,9.319,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2010","2010","PC","Percentage","0","Units",,,8.431,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2011","2011","PC","Percentage","0","Units",,,8.542,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2012","2012","PC","Percentage","0","Units",,,8.676,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2013","2013","PC","Percentage","0","Units",,,8.761,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2014","2014","PC","Percentage","0","Units",,,9.036,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2015","2015","PC","Percentage","0","Units",,,9.323,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2016","2016","PC","Percentage","0","Units",,,9.201,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2017","2017","PC","Percentage","0","Units",,,9.205,"D","Difference in methodology"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2018","2018","PC","Percentage","0","Units",,,9.285,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","AUS","Australia","2019","2019","PC","Percentage","0","Units",,,9.334,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","IRL","Ireland","2010","2010","PC","Percentage","0","Units",,,10.503,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","IRL","Ireland","2011","2011","PC","Percentage","0","Units",,,10.708,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","IRL","Ireland","2012","2012","PC","Percentage","0","Units",,,10.687,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","IRL","Ireland","2013","2013","PC","Percentage","0","Units",,,10.3,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","IRL","Ireland","2014","2014","PC","Percentage","0","Units",,,9.676,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","IRL","Ireland","2015","2015","PC","Percentage","0","Units",,,7.317,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","IRL","Ireland","2016","2016","PC","Percentage","0","Units",,,7.414,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","IRL","Ireland","2017","2017","PC","Percentage","0","Units",,,7.155,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","IRL","Ireland","2018","2018","PC","Percentage","0","Units",,,6.929,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","IRL","Ireland","2019","2019","PC","Percentage","0","Units",,,6.841,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2010","2010","PC","Percentage","0","Units",,,7.031,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2011","2011","PC","Percentage","0","Units",,,6.112,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2012","2012","PC","Percentage","0","Units",,,5.584,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2013","2013","PC","Percentage","0","Units",,,5.528,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2014","2014","PC","Percentage","0","Units",,,5.437,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2015","2015","PC","Percentage","0","Units",,,5.284,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2016","2016","PC","Percentage","0","Units",,,5.195,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2017","2017","PC","Percentage","0","Units",,,5.258,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2018","2018","PC","Percentage","0","Units",,,5.286,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LUX","Luxembourg","2019","2019","PC","Percentage","0","Units",,,5.397,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LVA","Latvia","2010","2010","PC","Percentage","0","Units",,,6.138,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LVA","Latvia","2011","2011","PC","Percentage","0","Units",,,5.568,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LVA","Latvia","2012","2012","PC","Percentage","0","Units",,,5.41,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LVA","Latvia","2013","2013","PC","Percentage","0","Units",,,5.396,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LVA","Latvia","2014","2014","PC","Percentage","0","Units",,,5.457,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LVA","Latvia","2015","2015","PC","Percentage","0","Units",,,5.686,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LVA","Latvia","2016","2016","PC","Percentage","0","Units",,,6.206,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LVA","Latvia","2017","2017","PC","Percentage","0","Units",,,6.007,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LVA","Latvia","2018","2018","PC","Percentage","0","Units",,,6.209,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","LVA","Latvia","2019","2019","PC","Percentage","0","Units",,,6.255,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2010","2010","PC","Percentage","0","Units",,,10.234,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2011","2011","PC","Percentage","0","Units",,,10.392,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2012","2012","PC","Percentage","0","Units",,,10.507,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2013","2013","PC","Percentage","0","Units",,,10.562,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2014","2014","PC","Percentage","0","Units",,,10.44,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2015","2015","PC","Percentage","0","Units",,,10.427,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2016","2016","PC","Percentage","0","Units",,,10.282,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2017","2017","PC","Percentage","0","Units",,,10.406,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2018","2018","PC","Percentage","0","Units",,,10.319,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","BEL","Belgium","2019","2019","PC","Percentage","0","Units",,,10.349,"E","Estimated value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ITA","Italy","2010","2010","PC","Percentage","0","Units",,,8.916,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ITA","Italy","2011","2011","PC","Percentage","0","Units",,,8.774,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ITA","Italy","2012","2012","PC","Percentage","0","Units",,,8.784,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ITA","Italy","2013","2013","PC","Percentage","0","Units",,,8.775,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ITA","Italy","2014","2014","PC","Percentage","0","Units",,,8.868,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ITA","Italy","2015","2015","PC","Percentage","0","Units",,,8.857,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ITA","Italy","2016","2016","PC","Percentage","0","Units",,,8.725,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ITA","Italy","2017","2017","PC","Percentage","0","Units",,,8.678,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ITA","Italy","2018","2018","PC","Percentage","0","Units",,,8.668,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","ITA","Italy","2019","2019","PC","Percentage","0","Units",,,8.661,"P","Provisional value"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HPTOT","All providers","PARPIB","Share of gross domestic product","FIN","Finland","2010","2010","PC","Percentage","0","Units",,,9.142,,
