"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HFTOT","All financing schemes","HC5","Medical goods (non-specified by function)","HP5","Retailers and other providers of medical goods","PARCUR","Share of current expenditure on health","USA","United States","2012","2012","PC","Percentage","0","Units",,,13.29,,
"HFTOT","All financing schemes","HC5","Medical goods (non-specified by function)","HP5","Retailers and other providers of medical goods","PARCUR","Share of current expenditure on health","USA","United States","2013","2013","PC","Percentage","0","Units",,,13.204,,
"HFTOT","All financing schemes","HC5","Medical goods (non-specified by function)","HP5","Retailers and other providers of medical goods","PARCUR","Share of current expenditure on health","USA","United States","2014","2014","PC","Percentage","0","Units",,,13.793,,
"HFTOT","All financing schemes","HC5","Medical goods (non-specified by function)","HP5","Retailers and other providers of medical goods","PARCUR","Share of current expenditure on health","USA","United States","2015","2015","PC","Percentage","0","Units",,,13.984,,
"HFTOT","All financing schemes","HC5","Medical goods (non-specified by function)","HP5","Retailers and other providers of medical goods","PARCUR","Share of current expenditure on health","USA","United States","2016","2016","PC","Percentage","0","Units",,,13.663,,
"HFTOT","All financing schemes","HC5","Medical goods (non-specified by function)","HP5","Retailers and other providers of medical goods","PARCUR","Share of current expenditure on health","USA","United States","2017","2017","PC","Percentage","0","Units",,,13.355,,
"HFTOT","All financing schemes","HC5","Medical goods (non-specified by function)","HP5","Retailers and other providers of medical goods","PARCUR","Share of current expenditure on health","USA","United States","2018","2018","PC","Percentage","0","Units",,,13.13,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP1","Hospitals","PARCUR","Share of current expenditure on health","USA","United States","2010","2010","PC","Percentage","0","Units",,,33.556,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP1","Hospitals","PARCUR","Share of current expenditure on health","USA","United States","2011","2011","PC","Percentage","0","Units",,,33.625,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP1","Hospitals","PARCUR","Share of current expenditure on health","USA","United States","2012","2012","PC","Percentage","0","Units",,,34.216,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP1","Hospitals","PARCUR","Share of current expenditure on health","USA","United States","2013","2013","PC","Percentage","0","Units",,,34.461,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP1","Hospitals","PARCUR","Share of current expenditure on health","USA","United States","2014","2014","PC","Percentage","0","Units",,,34.018,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP1","Hospitals","PARCUR","Share of current expenditure on health","USA","United States","2015","2015","PC","Percentage","0","Units",,,33.972,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP1","Hospitals","PARCUR","Share of current expenditure on health","USA","United States","2016","2016","PC","Percentage","0","Units",,,34.147,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP1","Hospitals","PARCUR","Share of current expenditure on health","USA","United States","2017","2017","PC","Percentage","0","Units",,,34.365,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP1","Hospitals","PARCUR","Share of current expenditure on health","USA","United States","2018","2018","PC","Percentage","0","Units",,,34.297,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP3","Providers of ambulatory health care","PARCUR","Share of current expenditure on health","USA","United States","2010","2010","PC","Percentage","0","Units",,,31.011,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP3","Providers of ambulatory health care","PARCUR","Share of current expenditure on health","USA","United States","2011","2011","PC","Percentage","0","Units",,,31.233,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP3","Providers of ambulatory health care","PARCUR","Share of current expenditure on health","USA","United States","2012","2012","PC","Percentage","0","Units",,,31.145,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP3","Providers of ambulatory health care","PARCUR","Share of current expenditure on health","USA","United States","2013","2013","PC","Percentage","0","Units",,,30.906,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP3","Providers of ambulatory health care","PARCUR","Share of current expenditure on health","USA","United States","2014","2014","PC","Percentage","0","Units",,,30.507,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP3","Providers of ambulatory health care","PARCUR","Share of current expenditure on health","USA","United States","2015","2015","PC","Percentage","0","Units",,,30.442,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP3","Providers of ambulatory health care","PARCUR","Share of current expenditure on health","USA","United States","2016","2016","PC","Percentage","0","Units",,,30.593,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP3","Providers of ambulatory health care","PARCUR","Share of current expenditure on health","USA","United States","2017","2017","PC","Percentage","0","Units",,,30.768,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP3","Providers of ambulatory health care","PARCUR","Share of current expenditure on health","USA","United States","2018","2018","PC","Percentage","0","Units",,,30.713,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2010","2010","PC","Percentage","0","Units",,,0.192,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2011","2011","PC","Percentage","0","Units",,,0.193,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2012","2012","PC","Percentage","0","Units",,,0.196,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2013","2013","PC","Percentage","0","Units",,,0.197,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2014","2014","PC","Percentage","0","Units",,,0.198,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2015","2015","PC","Percentage","0","Units",,,0.203,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2016","2016","PC","Percentage","0","Units",,,0.209,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2017","2017","PC","Percentage","0","Units",,,0.209,,
"HFTOT","All financing schemes","HC1HC2","Curative and rehabilitative care","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2018","2018","PC","Percentage","0","Units",,,0.206,,
"HFTOT","All financing schemes","HC6","Preventive care","HP6","Providers of preventive care","PARCUR","Share of current expenditure on health","USA","United States","2010","2010","PC","Percentage","0","Units",,,3.171,,
"HFTOT","All financing schemes","HC6","Preventive care","HP6","Providers of preventive care","PARCUR","Share of current expenditure on health","USA","United States","2011","2011","PC","Percentage","0","Units",,,3.012,,
"HFTOT","All financing schemes","HC6","Preventive care","HP6","Providers of preventive care","PARCUR","Share of current expenditure on health","USA","United States","2012","2012","PC","Percentage","0","Units",,,2.992,,
"HFTOT","All financing schemes","HC6","Preventive care","HP6","Providers of preventive care","PARCUR","Share of current expenditure on health","USA","United States","2013","2013","PC","Percentage","0","Units",,,2.968,,
"HFTOT","All financing schemes","HC6","Preventive care","HP6","Providers of preventive care","PARCUR","Share of current expenditure on health","USA","United States","2014","2014","PC","Percentage","0","Units",,,2.92,,
"HFTOT","All financing schemes","HC6","Preventive care","HP6","Providers of preventive care","PARCUR","Share of current expenditure on health","USA","United States","2015","2015","PC","Percentage","0","Units",,,2.881,,
"HFTOT","All financing schemes","HC6","Preventive care","HP6","Providers of preventive care","PARCUR","Share of current expenditure on health","USA","United States","2016","2016","PC","Percentage","0","Units",,,2.839,,
"HFTOT","All financing schemes","HC6","Preventive care","HP6","Providers of preventive care","PARCUR","Share of current expenditure on health","USA","United States","2017","2017","PC","Percentage","0","Units",,,2.812,,
"HFTOT","All financing schemes","HC6","Preventive care","HP6","Providers of preventive care","PARCUR","Share of current expenditure on health","USA","United States","2018","2018","PC","Percentage","0","Units",,,2.749,,
"HFTOT","All financing schemes","HC6","Preventive care","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2010","2010","PC","Percentage","0","Units",,,0.175,,
"HFTOT","All financing schemes","HC6","Preventive care","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2011","2011","PC","Percentage","0","Units",,,0.169,,
"HFTOT","All financing schemes","HC6","Preventive care","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2012","2012","PC","Percentage","0","Units",,,0.164,,
"HFTOT","All financing schemes","HC6","Preventive care","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2013","2013","PC","Percentage","0","Units",,,0.162,,
"HFTOT","All financing schemes","HC6","Preventive care","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2014","2014","PC","Percentage","0","Units",,,0.16,,
"HFTOT","All financing schemes","HC6","Preventive care","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2015","2015","PC","Percentage","0","Units",,,0.159,,
"HFTOT","All financing schemes","HC6","Preventive care","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2016","2016","PC","Percentage","0","Units",,,0.158,,
"HFTOT","All financing schemes","HC6","Preventive care","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2017","2017","PC","Percentage","0","Units",,,0.16,,
"HFTOT","All financing schemes","HC6","Preventive care","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2018","2018","PC","Percentage","0","Units",,,0.16,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","PARCUR","Share of current expenditure on health","USA","United States","2010","2010","PC","Percentage","0","Units",,,7.485,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","PARCUR","Share of current expenditure on health","USA","United States","2011","2011","PC","Percentage","0","Units",,,7.568,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","PARCUR","Share of current expenditure on health","USA","United States","2012","2012","PC","Percentage","0","Units",,,7.56,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","PARCUR","Share of current expenditure on health","USA","United States","2013","2013","PC","Percentage","0","Units",,,7.745,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","PARCUR","Share of current expenditure on health","USA","United States","2014","2014","PC","Percentage","0","Units",,,8.261,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","PARCUR","Share of current expenditure on health","USA","United States","2015","2015","PC","Percentage","0","Units",,,8.191,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","PARCUR","Share of current expenditure on health","USA","United States","2016","2016","PC","Percentage","0","Units",,,8.265,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","PARCUR","Share of current expenditure on health","USA","United States","2017","2017","PC","Percentage","0","Units",,,8.23,,
"HFTOT","All financing schemes","HC7","Governance and health system and financing administration","HP7","Providers of health care system administration and financing","PARCUR","Share of current expenditure on health","USA","United States","2018","2018","PC","Percentage","0","Units",,,8.807,,
