"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARCUR","Share of current expenditure on health","USA","United States","2013","2013","PC","Percentage","0","Units",,,2.968,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARCUR","Share of current expenditure on health","USA","United States","2014","2014","PC","Percentage","0","Units",,,2.92,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARCUR","Share of current expenditure on health","USA","United States","2015","2015","PC","Percentage","0","Units",,,2.881,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARCUR","Share of current expenditure on health","USA","United States","2016","2016","PC","Percentage","0","Units",,,2.839,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARCUR","Share of current expenditure on health","USA","United States","2017","2017","PC","Percentage","0","Units",,,2.812,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP6","Providers of preventive care","PARCUR","Share of current expenditure on health","USA","United States","2018","2018","PC","Percentage","0","Units",,,2.749,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARCUR","Share of current expenditure on health","USA","United States","2010","2010","PC","Percentage","0","Units",,,7.485,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARCUR","Share of current expenditure on health","USA","United States","2011","2011","PC","Percentage","0","Units",,,7.568,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARCUR","Share of current expenditure on health","USA","United States","2012","2012","PC","Percentage","0","Units",,,7.56,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARCUR","Share of current expenditure on health","USA","United States","2013","2013","PC","Percentage","0","Units",,,7.745,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARCUR","Share of current expenditure on health","USA","United States","2014","2014","PC","Percentage","0","Units",,,8.261,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARCUR","Share of current expenditure on health","USA","United States","2015","2015","PC","Percentage","0","Units",,,8.191,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARCUR","Share of current expenditure on health","USA","United States","2016","2016","PC","Percentage","0","Units",,,8.265,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARCUR","Share of current expenditure on health","USA","United States","2017","2017","PC","Percentage","0","Units",,,8.23,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP7","Providers of health care system administration and financing","PARCUR","Share of current expenditure on health","USA","United States","2018","2018","PC","Percentage","0","Units",,,8.807,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2010","2010","PC","Percentage","0","Units",,,0.367,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2011","2011","PC","Percentage","0","Units",,,0.362,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2012","2012","PC","Percentage","0","Units",,,0.36,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2013","2013","PC","Percentage","0","Units",,,0.36,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2014","2014","PC","Percentage","0","Units",,,0.358,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2015","2015","PC","Percentage","0","Units",,,0.361,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2016","2016","PC","Percentage","0","Units",,,0.367,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2017","2017","PC","Percentage","0","Units",,,0.369,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP8","Rest of the economy","PARCUR","Share of current expenditure on health","USA","United States","2018","2018","PC","Percentage","0","Units",,,0.367,,
